Parameter_Name,Increment,Range_Min,Range_Max,Value,Type,Default,Units
UCAN1_ESC_FUNC14,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UCAN1_ESC_FUNC15,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UCAN1_ESC_FUNC16,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UCAN1_ESC_FUNC2,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UCAN1_ESC_FUNC3,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UCAN1_ESC_FUNC4,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UCAN1_ESC_FUNC5,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UCAN1_ESC_FUNC6,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UCAN1_ESC_FUNC7,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UCAN1_ESC_FUNC8,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UCAN1_ESC_FUNC9,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
UCAN1_ESC_MAX1,N,0,8191,N,Int32,8191,N
UCAN1_ESC_MAX10,N,0,8191,N,Int32,8191,N
UCAN1_ESC_MAX11,N,0,8191,N,Int32,8191,N
UCAN1_ESC_MAX12,N,0,8191,N,Int32,8191,N
UCAN1_ESC_MAX13,N,0,8191,N,Int32,8191,N
UCAN1_ESC_MAX14,N,0,8191,N,Int32,8191,N
UCAN1_ESC_MAX15,N,0,8191,N,Int32,8191,N
UCAN1_ESC_MAX16,N,0,8191,N,Int32,8191,N
UCAN1_ESC_MAX2,N,0,8191,N,Int32,8191,N
UCAN1_ESC_MAX3,N,0,8191,N,Int32,8191,N
UCAN1_ESC_MAX4,N,0,8191,N,Int32,8191,N
UCAN1_ESC_MAX5,N,0,8191,N,Int32,8191,N
UCAN1_ESC_MAX6,N,0,8191,N,Int32,8191,N
UCAN1_ESC_MAX7,N,0,8191,N,Int32,8191,N
UCAN1_ESC_MAX8,N,0,8191,N,Int32,8191,N
UCAN1_ESC_MAX9,N,0,8191,N,Int32,8191,N
UCAN1_ESC_MIN1,N,0,8191,N,Int32,1,N
UCAN1_ESC_MIN10,N,0,8191,N,Int32,1,N
UCAN1_ESC_MIN11,N,0,8191,N,Int32,1,N
UCAN1_ESC_MIN12,N,0,8191,N,Int32,1,N
UCAN1_ESC_MIN13,N,0,8191,N,Int32,1,N
UCAN1_ESC_MIN14,N,0,8191,N,Int32,1,N
UCAN1_ESC_MIN15,N,0,8191,N,Int32,1,N
UCAN1_ESC_MIN16,N,0,8191,N,Int32,1,N
UCAN1_ESC_MIN2,N,0,8191,N,Int32,1,N
UCAN1_ESC_MIN3,N,0,8191,N,Int32,1,N
UCAN1_ESC_MIN4,N,0,8191,N,Int32,1,N
UCAN1_ESC_MIN5,N,0,8191,N,Int32,1,N
UCAN1_ESC_MIN6,N,0,8191,N,Int32,1,N
UCAN1_ESC_MIN7,N,0,8191,N,Int32,1,N
UCAN1_ESC_MIN8,N,0,8191,N,Int32,1,N
UCAN1_ESC_MIN9,N,0,8191,N,Int32,1,N
UCAN1_ESC_REV,B,0,65535,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15']",Int32,0,N
VOXL2_IO_FUNC1,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VOXL2_IO_FUNC2,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VOXL2_IO_FUNC3,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VOXL2_IO_FUNC4,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VOXL2_IO_FUNC5,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VOXL2_IO_FUNC6,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VOXL2_IO_FUNC7,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VOXL2_IO_FUNC8,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VOXL2_IO_REV,B,0,255,"['0', '1', '2', '3', '4', '5', '6', '7']",Int32,0,N
VOXL_ESC_FUNC1,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VOXL_ESC_FUNC2,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VOXL_ESC_FUNC3,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VOXL_ESC_FUNC4,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VOXL_ESC_REV,B,0,15,"['0', '1', '2', '3']",Int32,0,N
VTQ_IO_DIS0,N,0,65535,N,Int32,0,N
VTQ_IO_DIS1,N,0,65535,N,Int32,0,N
VTQ_IO_DIS10,N,0,65535,N,Int32,0,N
VTQ_IO_DIS11,N,0,65535,N,Int32,0,N
VTQ_IO_DIS12,N,0,65535,N,Int32,0,N
VTQ_IO_DIS13,N,0,65535,N,Int32,0,N
VTQ_IO_DIS14,N,0,65535,N,Int32,0,N
VTQ_IO_DIS15,N,0,65535,N,Int32,0,N
VTQ_IO_DIS2,N,0,65535,N,Int32,0,N
VTQ_IO_DIS3,N,0,65535,N,Int32,0,N
VTQ_IO_DIS4,N,0,65535,N,Int32,0,N
VTQ_IO_DIS5,N,0,65535,N,Int32,0,N
VTQ_IO_DIS6,N,0,65535,N,Int32,0,N
VTQ_IO_DIS7,N,0,65535,N,Int32,0,N
VTQ_IO_DIS8,N,0,65535,N,Int32,0,N
VTQ_IO_DIS9,N,0,65535,N,Int32,0,N
VTQ_IO_FAIL0,N,-1,500,N,Int32,-1,N
VTQ_IO_FAIL1,N,-1,500,N,Int32,-1,N
VTQ_IO_FAIL10,N,-1,500,N,Int32,-1,N
VTQ_IO_FAIL11,N,-1,500,N,Int32,-1,N
VTQ_IO_FAIL12,N,-1,500,N,Int32,-1,N
VTQ_IO_FAIL13,N,-1,500,N,Int32,-1,N
VTQ_IO_FAIL14,N,-1,500,N,Int32,-1,N
VTQ_IO_FAIL15,N,-1,500,N,Int32,-1,N
VTQ_IO_FAIL2,N,-1,500,N,Int32,-1,N
VTQ_IO_FAIL3,N,-1,500,N,Int32,-1,N
VTQ_IO_FAIL4,N,-1,500,N,Int32,-1,N
VTQ_IO_FAIL5,N,-1,500,N,Int32,-1,N
VTQ_IO_FAIL6,N,-1,500,N,Int32,-1,N
VTQ_IO_FAIL7,N,-1,500,N,Int32,-1,N
VTQ_IO_FAIL8,N,-1,500,N,Int32,-1,N
VTQ_IO_FAIL9,N,-1,500,N,Int32,-1,N
VTQ_IO_FUNC0,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VTQ_IO_FUNC1,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VTQ_IO_FUNC10,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VTQ_IO_FUNC11,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VTQ_IO_FUNC12,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VTQ_IO_FUNC13,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VTQ_IO_FUNC14,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VTQ_IO_FUNC15,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VTQ_IO_FUNC2,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VTQ_IO_FUNC3,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VTQ_IO_FUNC4,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VTQ_IO_FUNC5,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VTQ_IO_FUNC6,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VTQ_IO_FUNC7,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VTQ_IO_FUNC8,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VTQ_IO_FUNC9,V,N,N,"['0', '1', '2', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '201', '202', '203', '204', '205', '206', '207', '208', '301', '302', '303', '304', '305', '306', '400', '401', '402', '403', '404', '405', '406', '407', '408', '409', '410', '411', '412', '420', '421', '422', '430', '440', '450', '451', '452', '453']",Int32,0,N
VTQ_IO_MAX0,N,0,65535,N,Int32,65535,N
VTQ_IO_MAX1,N,0,65535,N,Int32,65535,N
VTQ_IO_MAX10,N,0,65535,N,Int32,65535,N
VTQ_IO_MAX11,N,0,65535,N,Int32,65535,N
VTQ_IO_MAX12,N,0,65535,N,Int32,65535,N
VTQ_IO_MAX13,N,0,65535,N,Int32,65535,N
VTQ_IO_MAX14,N,0,65535,N,Int32,65535,N
VTQ_IO_MAX15,N,0,65535,N,Int32,65535,N
VTQ_IO_MAX2,N,0,65535,N,Int32,65535,N
VTQ_IO_MAX3,N,0,65535,N,Int32,65535,N
VTQ_IO_MAX4,N,0,65535,N,Int32,65535,N
VTQ_IO_MAX5,N,0,65535,N,Int32,65535,N
VTQ_IO_MAX6,N,0,65535,N,Int32,65535,N
VTQ_IO_MAX7,N,0,65535,N,Int32,65535,N
VTQ_IO_MAX8,N,0,65535,N,Int32,65535,N
VTQ_IO_MAX9,N,0,65535,N,Int32,65535,N
VTQ_IO_MIN0,N,0,65535,N,Int32,0,N
VTQ_IO_MIN1,N,0,65535,N,Int32,0,N
VTQ_IO_MIN10,N,0,65535,N,Int32,0,N
VTQ_IO_MIN11,N,0,65535,N,Int32,0,N
VTQ_IO_MIN12,N,0,65535,N,Int32,0,N
VTQ_IO_MIN13,N,0,65535,N,Int32,0,N
VTQ_IO_MIN14,N,0,65535,N,Int32,0,N
VTQ_IO_MIN15,N,0,65535,N,Int32,0,N
VTQ_IO_MIN2,N,0,65535,N,Int32,0,N
VTQ_IO_MIN3,N,0,65535,N,Int32,0,N
VTQ_IO_MIN4,N,0,65535,N,Int32,0,N
VTQ_IO_MIN5,N,0,65535,N,Int32,0,N
VTQ_IO_MIN6,N,0,65535,N,Int32,0,N
VTQ_IO_MIN7,N,0,65535,N,Int32,0,N
VTQ_IO_MIN8,N,0,65535,N,Int32,0,N
VTQ_IO_MIN9,N,0,65535,N,Int32,0,N
VTQ_IO_REV,B,0,32767,"['-1', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']",Int32,0,N
ASPD_BETA_GATE,N,1,5,N,Int32,1,SD
ASPD_BETA_NOISE,N,0.0,1.0,N,Float,0.15,rad
ASPD_DO_CHECKS,B,0,31,"['0', '1', '2', '3', '4']",Int32,7,N
ASPD_FALLBACK,V,N,N,"['0', '1', '2']",Int32,0,N
ASPD_FP_T_WINDOW,N,0.0,N,N,Float,2.0,s
ASPD_FS_INNOV,N,0.5,10.0,N,Float,5.0,m/s
ASPD_FS_INTEG,N,0.0,50.0,N,Float,10.0,m
ASPD_FS_T_START,N,-1.0,N,N,Float,-1.0,s
ASPD_FS_T_STOP,N,0.0,N,N,Float,1.0,s
ASPD_PRIMARY,V,N,N,"['0', '1', '2', '3', '4']",Int32,1,N
ASPD_SCALE_1,N,0.5,2.0,N,Float,1.0,N
ASPD_SCALE_2,N,0.5,2.0,N,Float,1.0,N
ASPD_SCALE_3,N,0.5,2.0,N,Float,1.0,N
ASPD_SCALE_APPLY,V,N,N,"['0', '1', '2']",Int32,2,N
ASPD_SCALE_NSD,N,0.0,0.1,N,Float,0.0001,1/s/sqrt(Hz)
ASPD_TAS_GATE,N,1,5,N,Int32,4,SD
ASPD_TAS_NOISE,N,0.0,4.0,N,Float,1.4,m/s
ASPD_WERR_THR,N,0.001,5.0,N,Float,0.55,m/s
ASPD_WIND_NSD,N,0.0,1.0,N,Float,0.1,m/s^2/sqrt(Hz)
ATT_ACC_COMP,V,N,N,"['0', '1']",Int32,0,N
ATT_BIAS_MAX,N,0.0,2.0,N,Float,0.05,rad/s
ATT_EN,V,N,N,"['0', '1']",Int32,0,N
ATT_EXT_HDG_M,V,0,2,"['0', '1', '2']",Int32,0,N
ATT_MAG_DECL,N,N,N,N,Float,0.0,deg
ATT_MAG_DECL_A,V,N,N,"['0', '1']",Int32,1,N
ATT_W_ACC,N,0.0,1.0,N,Float,0.2,N
ATT_W_EXT_HDG,N,0.0,1.0,N,Float,0.1,N
ATT_W_GYRO_BIAS,N,0.0,1.0,N,Float,0.1,N
ATT_W_MAG,N,0.0,1.0,N,Float,0.1,N
FW_AT_APPLY,V,N,N,"['0', '1', '2']",Int32,2,N
FW_AT_AXES,B,1,7,"['0', '1', '2']",Int32,3,N
FW_AT_MAN_AUX,V,0,6,"['0', '1', '2', '3', '4', '5', '6']",Int32,0,N
FW_AT_START,V,N,N,"['0', '1']",Int32,0,N
FW_AT_SYSID_AMP,N,0.1,6.0,N,Float,1.0,N
FW_AT_SYSID_F0,N,0.1,30.0,N,Float,1.0,Hz
FW_AT_SYSID_F1,N,0.1,30.0,N,Float,20.0,Hz
FW_AT_SYSID_TIME,N,5.0,120.0,N,Float,10.0,s
FW_AT_SYSID_TYPE,V,N,N,"['0', '1', '2']",Int32,0,N
MC_AT_APPLY,V,N,N,"['0', '1', '2']",Int32,1,N
MC_AT_EN,V,N,N,"['0', '1']",Int32,0,N
MC_AT_RISE_TIME,N,0.01,0.5,N,Float,0.14,s
MC_AT_START,V,N,N,"['0', '1']",Int32,0,N
MC_AT_SYSID_AMP,N,0.1,6.0,N,Float,0.7,N
BAT1_A_PER_V,N,N,N,N,Float,-1.0,N
BAT1_CAPACITY,50.0,-1.0,100000.0,N,Float,-1.0,mAh
BAT1_I_CHANNEL,N,N,N,N,Int32,-1,N
BAT1_I_OVERWRITE,N,N,N,N,Float,0.0,N
BAT1_N_CELLS,V,N,N,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16']",Int32,0,N
BAT1_R_INTERNAL,0.0005,-1.0,0.2,N,Float,-1.0,Ohm
BAT1_SOURCE,V,N,N,"['-1', '0', '1', '2']",Int32,0,N
BAT1_V_CHANNEL,N,N,N,N,Int32,-1,N
BAT1_V_CHARGED,0.01,N,N,N,Float,4.05,V
BAT1_V_DIV,N,N,N,N,Float,-1.0,N
BAT1_V_EMPTY,0.01,N,N,N,Float,3.6,V
BAT2_A_PER_V,N,N,N,N,Float,-1.0,N
BAT2_CAPACITY,50.0,-1.0,100000.0,N,Float,-1.0,mAh
BAT2_I_CHANNEL,N,N,N,N,Int32,-1,N
BAT2_I_OVERWRITE,N,N,N,N,Float,0.0,N
BAT2_N_CELLS,V,N,N,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16']",Int32,0,N
BAT2_R_INTERNAL,0.0005,-1.0,0.2,N,Float,-1.0,Ohm
BAT2_SOURCE,V,N,N,"['-1', '0', '1', '2']",Int32,-1,N
BAT2_V_CHANNEL,N,N,N,N,Int32,-1,N
BAT2_V_CHARGED,0.01,N,N,N,Float,4.05,V
BAT2_V_DIV,N,N,N,N,Float,-1.0,N
BAT2_V_EMPTY,0.01,N,N,N,Float,3.6,V
BAT3_CAPACITY,50.0,-1.0,100000.0,N,Float,-1.0,mAh
BAT3_N_CELLS,V,N,N,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16']",Int32,0,N
BAT3_R_INTERNAL,0.0005,-1.0,0.2,N,Float,-1.0,Ohm
BAT3_SOURCE,V,N,N,"['-1', '0', '1', '2']",Int32,-1,N
BAT3_V_CHARGED,0.01,N,N,N,Float,4.05,V
BAT3_V_EMPTY,0.01,N,N,N,Float,3.6,V
BAT_ADC_CHANNEL,N,N,N,N,Int32,-1,N
BAT_AVRG_CURRENT,0.1,0.0,500.0,N,Float,15.0,A
BAT_CRIT_THR,0.01,0.05,0.5,N,Float,0.07,norm
BAT_EMERGEN_THR,0.01,0.03,0.5,N,Float,0.05,norm
BAT_LOW_THR,0.01,0.12,0.5,N,Float,0.15,norm
BAT_V_OFFS_CURR,N,N,N,N,Float,0.0,N
SYS_USB_AUTO,V,N,N,"['0', '1', '2']",Int32,2,N
USB_MAV_MODE,V,N,N,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']",Int32,2,N
CAM_CAP_DELAY,N,0.0,100.0,N,Float,0.0,ms
CAM_CAP_EDGE,V,N,N,"['0', '1']",Int32,0,N
CAM_CAP_FBACK,V,N,N,"['0', '1']",Int32,0,N
CAM_CAP_MODE,V,N,N,"['0', '1', '2']",Int32,0,N
TRIG_ACT_TIME,N,0.1,3000.0,N,Float,40.0,ms
TRIG_DISTANCE,1.0,0.0,N,N,Float,25.0,m
TRIG_INTERFACE,V,N,N,"['1', '2', '3', '4']",Int32,4,N
TRIG_INTERVAL,N,4.0,10000.0,N,Float,40.0,ms
TRIG_MIN_INTERVA,N,1.0,10000.0,N,Float,1.0,ms
TRIG_MODE,V,0,4,"['0', '1', '2', '3', '4']",Int32,0,N
TRIG_POLARITY,V,0,1,"['0', '1']",Int32,0,N
TRIG_PWM_NEUTRAL,N,1000,2000,N,Int32,1500,us
TRIG_PWM_SHOOT,N,1000,2000,N,Int32,1900,us
CBRK_BUZZER,N,0,782097,N,Int32,0,N
CBRK_FLIGHTTERM,N,0,121212,N,Int32,121212,N
CBRK_IO_SAFETY,N,0,22027,N,Int32,22027,N
